Location,CURRENT PLATE,OWNER / Operator,VEHICLE YEAR,Vehicle year +20,Euro Class,NZTA Registered TARE Weight,NZTA MAKE MODEL SUBMODEL,Vehicle ID,Include/Exclude
Auckland,BMZ534,Ritchies Transport,2003,2023,EURO III,"9,180",DESIGNLINE DESIGNTECH MACROTECH,,Include
Auckland,CUL910,Ritchies Transport,2005,2025,EURO III,"10,170",SCANIA L94 UB4X2,,Include
Auckland,CUL912,Ritchies Transport,2005,2025,EURO III,"10,170",SCANIA L94 UB4X2,,Include
Auckland,GCN742,Ritchies Transport,2011,2031,EURO IV,"10,440",MAN 18.280 HOCL/E4,,Include
Auckland,GCN661,Ritchies Transport,2011,2031,EURO IV,"10,440",MAN 18.280 HOCL/E4,,Include
Auckland,GCN782,Ritchies Transport,2011,2031,EURO IV,"10,440",MAN 18.280 HOCL/E4,,Include
Auckland,GDK243,Ritchies Transport,2011,2031,EURO IV,"10,440",MAN 18.280 HOCL/E4,,Include
Auckland,GDK252,Ritchies Transport,2011,2031,EURO IV,"10,440",MAN 18.280 HOCL/E4,,Include
Auckland,JUN645,Ritchies Transport,2016,2036,EURO V,"13,620",SCANIA K320 CAETANO,,Include
Auckland,JUN653,Ritchies Transport,2016,2036,EURO V,"13,670",SCANIA K320 CAETANO,,Include
Auckland,LPN742,Tranzit Group,2018,2038,EURO VI,"12,610",SCANIA K320 UB6X24LB,,Include
Auckland,LPN754,Tranzit Group,2018,2038,EURO VI,"12,620",SCANIA K320 UB6X24LB,,Include
Auckland,LQC363,Tranzit Group,2018,2038,EURO VI,"12,630",SCANIA K320 UB6X2*4LB,,Include
Auckland,LQC361,Tranzit Group,2018,2038,EURO VI,"12,620",SCANIA K320 UB6X24-LB,,Include
Auckland,LQC381,Tranzit Group,2018,2038,EURO VI,"12,580",SCANIA K320 UB6X24LB,,Include
Auckland,LQC384,Tranzit Group,2018,2038,EURO VI,"12,580",SCANIA K320 UB6X24LB,,Include
Auckland,LQZ362,Tranzit Group,2018,2038,EURO VI,"12,610",SCANIA K320 UB6X24LB,,Include
Auckland,LQZ367,Tranzit Group,2018,2038,EURO VI,"12,590",SCANIA K320 UB6X24LB,,Include
Auckland,LQZ376,Tranzit Group,2018,2038,EURO VI,"12,590",SCANIA K320 UB6X24LB,,Include
Auckland,LQZ381,Tranzit Group,2018,2038,EURO VI,"12,620",SCANIA K320 UB6X24LB,,Include
Auckland,LQZ396,Tranzit Group,2018,2038,EURO VI,"12,630",SCANIA K320 UB6X24LB,,Include
Auckland,LRP124,Tranzit Group,2018,2038,EURO VI,"12,600",SCANIA K320 UB6X24LB,,Include
Auckland,LRP137,Tranzit Group,2018,2038,EURO VI,"12,650",SCANIA K320 UB6X24LB,,Include
Auckland,LRP145,Tranzit Group,2018,2038,EURO VI,"12,610",SCANIA K320 UB6X24LB,,Include
Auckland,LRP150,Tranzit Group,2018,2038,EURO VI,"12,620",SCANIA K320 UB6X24LB,,Include
Auckland,LRP156,Tranzit Group,2018,2038,EURO VI,"12,620",SCANIA K320 UB6X24LB,,Include
Auckland,LSL149,Tranzit Group,2018,2038,EURO VI,"12,630",SCANIA K320 UB6X24LB,,Include
Auckland,LSL157,Tranzit Group,2018,2038,EURO VI,"12,630",SCANIA K320 UB6X24LB,,Include
Auckland,LSL169,Tranzit Group,2018,2038,EURO VI,"12,620",SCANIA K320 UB6X24LB,,Include
Auckland,LQK91,Tranzit Group,2018,2038,EURO VI,"14,759",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQK84,Tranzit Group,2018,2038,EURO VI,"14,876",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQK87,Tranzit Group,2018,2038,EURO VI,"14,591",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQF478,Tranzit Group,2018,2038,EURO VI,"14,902",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQF483,Tranzit Group,2018,2038,EURO VI,"14,964",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQK92,Tranzit Group,2018,2038,EURO VI,"14,750",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQF482,Tranzit Group,2018,2038,EURO VI,"14,799",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQF480,Tranzit Group,2018,2038,EURO VI,"14,897",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQK93,Tranzit Group,2018,2038,EURO VI,"14,702",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQF481,Tranzit Group,2018,2038,EURO VI,"14,655",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQK88,Tranzit Group,2018,2038,EURO VI,"14,803",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQK85,Tranzit Group,2018,2038,EURO VI,"14,748",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQF486,Tranzit Group,2018,2038,EURO VI,"14,752",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQF485,Tranzit Group,2018,2038,EURO VI,"14,671",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQK90,Tranzit Group,2018,2038,EURO VI,"14,756",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQK86,Tranzit Group,2018,2038,EURO VI,"14,870",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQK89,Tranzit Group,2018,2038,EURO VI,"14,725",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQF479,Tranzit Group,2018,2038,EURO VI,"14,728",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,LQF484,Tranzit Group,2018,2038,EURO VI,"14,760",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,NHK734,Fullers Group,2021,2041,EV,"12,285",ALEXANDER DENNIS ENVIRO 200 BYD/D8UR,,Include
Auckland,NHK735,Fullers Group,2021,2041,EV,"12,125",ALEXANDER DENNIS ENVIRO 200 BYD/D8UR,,Include
Auckland,BPL311,Fullers Group,2003,2023,EURO IV,"8,080",MAN 12.223 SLF,,Include
Auckland,GBH141,Fullers Group,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBH142,Fullers Group,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBW782,Fullers Group,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GRB907,Fullers Group,2012,2032,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,JTR184,Fullers Group,2016,2036,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,JTR185,Fullers Group,2016,2036,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,JTR169,Fullers Group,2016,2036,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,NCZ430,Fullers Group,2020,2040,EV,"12,605",ALEXANDER DENNIS ENVIRO 200 BDY/D8UR,,Include
Auckland,NCZ431,Fullers Group,2020,2040,EV,"12,615",ALEXANDER DENNIS ENVIRO 200 BYD/D8UR,,Include
Auckland,NCZ432,Fullers Group,2020,2040,EV,"12,610",ALEXANDER DENNIS ENVIRO 200 BYD/D8UR,,Include
Auckland,NCZ427,Fullers Group,2020,2040,EV,"12,590",ALEXANDER DENNIS ENVIRO 200 BYD/D8UR,,Include
Auckland,NCZ428,Fullers Group,2020,2040,EV,"12,539",ALEXANDER DENNIS ENVIRO 200 BYD/D8UR,,Include
Auckland,NCZ429,Fullers Group,2020,2040,EV,"12,605",ALEXANDER DENNIS ENVIRO 200 BYD/D8UR,,Include
Auckland,ERA225,Fullers Group,2008,2028,EURO IV,"11,170",MAN 18.280 ,,Include
Wellington,BFG912,NZ BUS,2003,2023,Euro III,9770,MAN 17.223 SLF,,Include
Wellington,BHL731,NZ BUS,2003,2023,Euro III,9610,MAN 17.223 SLF,,Include
Wellington,BKR304,NZ BUS,2003,2023,Euro III,9710,MAN 17.223 SLF,,Include
Wellington,BLD749,NZ BUS,2003,2023,Euro III,9720,MAN 17.223 SLF,,Include
Wellington,GBY190,NZ BUS,2003,2023,Euro III,9750,MAN 17.223 SLF,,Include
Wellington,GBY181,NZ BUS,2003,2023,Euro III,9720,MAN 17.223 SLF,,Include
Wellington,DHZ27,NZ BUS,2003,2023,Euro III,9740,MAN 17.223 SLF,,Include
Wellington,BQU530,NZ BUS,2003,2023,Euro III,9730,MAN 17.223 SLF,,Include
Wellington,BQU534,NZ BUS,2003,2023,Euro III,9680,MAN 17.223 SLF,,Include
Wellington,BSJ164,NZ BUS,2003,2023,Euro III,10140,MAN 17.223 ,,Include
Wellington,BSJ165,NZ BUS,2003,2023,Euro III,10140,MAN 17.223 SLF,,Include
Wellington,BSJ176,NZ BUS,2003,2023,Euro III,9300,MAN 17.223 SLF,,Include
Wellington,BSJ180,NZ BUS,2003,2023,Euro III,9700,MAN 17.223 SLF,,Include
Wellington,BTL962,NZ BUS,2004,2024,Euro III,10250,MAN 17.223 SLF,,Include
Wellington,BTL968,NZ BUS,2004,2024,Euro III,9290,MAN 17.223 SLF,,Include
Wellington,FJQ501,NZ BUS,2010,2030,EURO IV,12760,SCANIA K270 UB6X2*4LB,,Include
Wellington,FTL61,NZ BUS,2010,2030,EURO IV,12760,SCANIA K270 UB6X2*4LB,,Include
Wellington,FHJ210,NZ BUS,2010,2030,EURO IV,12760,SCANIA K270 UB6X2*4LB,,Include
Wellington,FHJ220,NZ BUS,2010,2030,EURO IV,12760,SCANIA K270 UB6X2*4LB,,Include
Wellington,FJQ518,NZ BUS,2010,2030,EURO IV,12760,SCANIA K270 UB6X2*4LB,,Include
Wellington,FJQ531,NZ BUS,2010,2030,EURO IV,12760,SCANIA K270 UB6X2*4LB,,Include
Wellington,FJQ546,NZ BUS,2010,2030,EURO IV,12760,SCANIA K270 UB6X2*4LB,,Include
Wellington,FJQ554,NZ BUS,2010,2030,EURO IV,12760,SCANIA K270 UB6X2*4LB,,Include
Wellington,FJQ556,NZ BUS,2010,2030,EURO IV,12760,SCANIA K270 UB6X2*4LB,,Include
Wellington,FLJ944,NZ BUS,2010,2030,EURO IV,12760,SCANIA K270 UB6X2*4LB,,Include
Wellington,FLJ957,NZ BUS,2010,2030,EURO IV,12760,SCANIA K270 UB6X2*4LB,,Include
Wellington,FEQ152,NZ BUS,2009,2029,EURO IV,11750,SCANIA K280 UB6X2*4LB,,Include
Wellington,FFJ71,NZ BUS,2010,2030,EURO IV,11750,SCANIA K280 UB6X2,,Include
Wellington,FFJ72,NZ BUS,2010,2030,EURO IV,11670,SCANIA K280 UB6X24LB,,Include
Wellington,FFJ80,NZ BUS,2010,2030,EURO IV,11560,SCANIA K280 UB6X24LB,,Include
Wellington,FGB484,NZ BUS,2010,2030,EURO IV,11830,SCANIA K280 UB6X24LB,,Include
Wellington,FGB494,NZ BUS,2010,2030,EURO IV,12010,SCANIA K280 UB6X24LB,,Include
Wellington,FGB495,NZ BUS,2010,2030,EURO IV,11750,SCANIA K280 UB6X24LB,,Include
Wellington,FGT327,NZ BUS,2010,2030,EURO IV,11750,SCANIA K280 UB6X24LB,,Include
Wellington,FGT328,NZ BUS,2010,2030,EURO IV,11750,SCANIA K280 UB6X24LB,,Include
Wellington,FGT339,NZ BUS,2010,2030,EURO IV,11750,SCANIA K280 UB6X24LB,,Include
Wellington,FJH25,NZ BUS,2010,2030,EURO IV,11750,SCANIA K280 UB6X2 4LB,,Include
Wellington,FJH29,NZ BUS,2010,2030,EURO IV,11750,SCANIA K280 UB6X24LB,,Include
Wellington,FJH38,NZ BUS,2010,2030,EURO IV,12230,SCANIA K280 UB6X24LB,,Include
Wellington,FJU344,NZ BUS,2010,2030,EURO IV,11670,SCANIA K280 UB6X24LB,,Include
Wellington,FJU351,NZ BUS,2010,2030,EURO IV,11610,SCANIA K280 UB6X24LB,,Include
Wellington,FJU359,NZ BUS,2010,2030,EURO IV,11800,SCANIA K280 UB6X24LB,,Include
Wellington,FKJ767,NZ BUS,2010,2030,EURO IV,12170,SCANIA K280 UB6X24LB,,Include
Wellington,FKJ770,NZ BUS,2010,2030,EURO IV,11750,SCANIA K280 UB6X24LB,,Include
Wellington,FKJ777,NZ BUS,2010,2030,EURO IV,12210,SCANIA K280 UB6X24LB,,Include
Wellington,FLD103,NZ BUS,2010,2030,EURO IV,12220,SCANIA K280 UB6X24LB,,Include
Wellington,FLD111,NZ BUS,2010,2030,EURO IV,12230,SCANIA K280 UB6X24LB,,Include
Wellington,FJQ565,NZ BUS,2010,2030,EURO IV,12700,SCANIA K280 UB6X2*4LB,,Include
Wellington,FJQ566,NZ BUS,2010,2030,EURO IV,12700,SCANIA K280 UB6X2*4LB,,Include
Wellington,CNR604,NZ BUS,2005,2025,EURO III,9700,MAN 17.223 SLF,,Include
Wellington,CNR605,NZ BUS,2005,2025,EURO III,8460,MAN 17.223 SLF,,Include
Wellington,CPC191,NZ BUS,2005,2025,EURO III,9670,MAN 17.223 SLF,,Include
Wellington,CPC199,NZ BUS,2005,2025,EURO III,9740,MAN 17.223 SLF,,Include
Wellington,CPG39,NZ BUS,2005,2025,EURO III,9730,MAN 17.223 SLF,,Include
Wellington,CPT78,NZ BUS,2005,2025,EURO III,9810,MAN 17.223 SLF,,Include
Wellington,CQF853,NZ BUS,2005,2025,EURO III,9200,MAN 17.223 SLF,,Include
Wellington,CQF860,NZ BUS,2005,2025,EURO III,8460,MAN 17.223 SLF,,Include
Wellington,CQM370,NZ BUS,2005,2025,EURO III,9200,MAN 17.223 SLF,,Include
Wellington,CQM378,NZ BUS,2005,2025,EURO III,9200,MAN 17.223 SLF,,Include
Wellington,CRA209,NZ BUS,2005,2025,EURO III,9200,MAN 17.223 SLF,,Include
Wellington,CRA217,NZ BUS,2005,2025,EURO III,9730,MAN 17.223 SLF,,Include
Wellington,CRJ104,NZ BUS,2005,2025,EURO III,9720,MAN 17.223 SLF,,Include
Wellington,CRJ107,NZ BUS,2005,2025,EURO III,9710,MAN 17.223 SLF,,Include
Wellington,CTA880,NZ BUS,2005,2025,EURO III,9740,MAN 17.223 SLF,,Include
Wellington,CTA889,NZ BUS,2005,2025,EURO III,9710,MAN 17.223 SLF,,Include
Wellington,CTA891,NZ BUS,2005,2025,EURO III,9690,MAN 17.223 SLF,,Include
Wellington,CTA898,NZ BUS,2005,2025,EURO III,9740,MAN 17.223 SLF,,Include
Wellington,CTP222,NZ BUS,2005,2025,EURO III,9710,MAN 17.223 SLF,,Include
Wellington,CTP226,NZ BUS,2005,2025,EURO III,9770,MAN 17.223 SLF,,Include
Wellington,CTP231,NZ BUS,2005,2025,EURO III,9720,MAN 17.223 SLF,,Include
Wellington,CTP237,NZ BUS,2005,2025,EURO III,9760,MAN 17.223 SLF,,Include
Wellington,CTU881,NZ BUS,2005,2025,EURO III,9780,MAN 17.223 SLF,,Include
Wellington,CTU882,NZ BUS,2005,2025,EURO III,8460,MAN 17.223 SLF,,Include
Wellington,CUU467,NZ BUS,2005,2025,EURO III,9900,MAN 17.223 SLF,,Include
Wellington,CUY420,NZ BUS,2005,2025,EURO III,9740,MAN 17.223 SLF,,Include
Wellington,CWP442,NZ BUS,2005,2025,EURO III,9280,MAN 17.223 SLF,,Include
Wellington,FBW746,NZ BUS,2009,2029,EURO IV,10116,MAN 18.280 HOCL/E4,,Include
Wellington,FBW747,NZ BUS,2009,2029,EURO IV,10060,MAN 18.280 HOCL/E4,,Include
Wellington,FBW748,NZ BUS,2009,2029,EURO IV,10300,MAN 18.280 HOCL/E4,,Include
Wellington,FDD206,NZ BUS,2009,2029,EURO IV,10030,MAN 18.280 HOCL/E4,,Include
Wellington,FDD207,NZ BUS,2009,2029,EURO IV,10380,MAN 18.280 H0CL/E4,,Include
Wellington,GAT976,NZ BUS,2009,2029,EURO IV,10500,MAN 18.280 HOCL/E4,,Include
Wellington,FDD212,NZ BUS,2009,2029,EURO IV,10900,MAN 18.280 HOCL/E4,,Include
Wellington,LNY928,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LNF238,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LNF237,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LNF236,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LMN395,Tranzit Group,2018,2038,EURO VI,7190,FACTORY BUILT OPTARE ,,Include
Wellington,LNY932,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LNY927,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LNY931,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LNY926,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LNY929,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LNY925,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LNY923,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LNY930,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LPT954,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LQZ276,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LQZ275,Tranzit Group,2018,2038,EURO VI,7190,OPTARE V1010MC ,,Include
Wellington,LLY307,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LHG22,Tranzit Group,2018,2038,EURO VI,7520,OPTARE METROCITY V1080MC,,Include
Wellington,LHG28,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LHG21,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LHG29,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LHG30,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LHG36,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LHG31,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LHG32,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LHG33,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LHG34,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LHG35,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LHG27,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB885,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB888,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB891,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB867,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB890,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB866,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB868,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB869,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB894,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB895,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB887,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB889,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB892,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB893,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB870,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKA248,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKA249,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKA250,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LJB886,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKA245,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKA246,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKA242,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKA243,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKA241,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKA244,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKL316,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKL315,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKL309,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKA247,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKL314,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKL319,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKL311,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKL312,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKL307,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKW506,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKW507,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKW509,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKW513,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKW515,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKW516,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKW544,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKW552,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKW543,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKW545,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V180MC ,,Include
Wellington,LKW542,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LKW549,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LLL554,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LLL551,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LLL553,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LLL557,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LLL595,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LLL552,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LLL594,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LLL593,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LLY305,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LLY304,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LLY311,Tranzit Group,2018,2038,EURO VI,7300,OPTARE V1080MC ,,Include
Wellington,LMN359,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LLY310,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LLY309,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LMN345,Tranzit Group,2018,2038,EURO VI,7330,FACTORY BUILT OPATRE V1080MC,,Include
Wellington,LMN358,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LMN347,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LMN356,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LMN348,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LMN353,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LMN349,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LMN354,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LMN346,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LMN352,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LMN396,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LNF235,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LMN350,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LMN397,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LNY924,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LNF234,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LNF240,Tranzit Group,2018,2038,EURO VI,7330,OPTARE V1080MC ,,Include
Wellington,LHM219,Tranzit Group,2018,2038,EURO V,11670,SCANIA K320 UB6X2LB,,Include
Wellington,LHM220,Tranzit Group,2018,2038,EURO V,11700,SCANIA K320 UB6X2LB,,Include
Wellington,LHM236,Tranzit Group,2018,2038,EURO VI,11640,SCANIA K320 UB6X2LB,,Include
Wellington,LHM235,Tranzit Group,2018,2038,EURO VI,11680,SCANIA K320 UB6X2LB,,Include
Wellington,LJF710,Tranzit Group,2018,2038,EURO VI,11700,SCANIA K320 UB6X2LB,,Include
Wellington,LJF692,Tranzit Group,2018,2038,EURO VI,11730,SCANIA K320 UB6X2LB,,Include
Wellington,LJF701,Tranzit Group,2018,2038,EURO VI,11660,SCANIA K320 UB6X2LB,,Include
Wellington,LJF709,Tranzit Group,2018,2038,EURO VI,11700,SCANIA K320 UB6X2LB,,Include
Wellington,LJW836,Tranzit Group,2018,2038,EURO VI,11430,SCANIA K320 UB6X2LB,,Include
Wellington,LJW835,Tranzit Group,2018,2038,EURO VI,11700,SCANIA K320 UB6X2LB,,Include
Wellington,LJW837,Tranzit Group,2018,2038,EURO VI,11710,SCANIA K320 UB6X2LB,,Include
Wellington,LJW854,Tranzit Group,2018,2038,EURO VI,11740,SCANIA K320 UB6X2LB,,Include
Wellington,LJW856,Tranzit Group,2018,2038,EURO VI,11730,SCANIA K320 UB6X2LB,,Include
